rank	gene	score
11598	MNS1	3.993864285345162e-06
11599	SEPTIN3	3.992767862204368e-06
11600	CELA3A	3.9912601031024105e-06
11601	DYNLT3	3.990409789273269e-06
11602	NBEAL2	3.989826996625706e-06
11603	SLC37A4	3.989774076162516e-06
11604	ENPP7	3.989631518917102e-06
11605	DPP7	3.989384733884511e-06
11606	ARHGAP8	3.988376706365878e-06
11607	DIPK2A	3.988296032496907e-06
11608	RANGRF	3.987790674008129e-06
11609	ALKBH4	3.985558300267279e-06
11610	TOX4	3.985037496073204e-06
11611	P2RY10	3.983320263410527e-06
11612	AP5B1	3.982962903453797e-06
11613	SPACA4	3.982794583901704e-06
11614	SUGCT	3.98088102770373e-06
11615	MEP1B	3.980205025759637e-06
11616	HES3	3.980050975168033e-06
11617	CHST15	3.980016737209295e-06
11618	SEPTIN14	3.97932455943718e-06
11619	TAS2R7	3.97817620904193e-06
11620	SLC31A1	3.977835430295875e-06
11621	AGA	3.97599680550947e-06
11622	ZMYND19	3.975874661085162e-06
11623	RNF113B	3.975783682133254e-06
11624	CFAP221	3.972928349101603e-06
11625	CNBD2	3.970904665135775e-06
11626	RAB3B	3.970018220121686e-06
11627	JCAD	3.969999789105558e-06
11628	AQP10	3.966488338525102e-06
11629	GREM2	3.966003904547869e-06
11630	ACRBP	3.963610494209867e-06
11631	NACC2	3.962521311227564e-06
11632	BEX2	3.960717335446341e-06
11633	SDSL	3.957577111874805e-06
11634	TRMT5	3.957402874908615e-06
11635	SGMS2	3.9572298640648e-06
11636	HSPB9	3.956259206988551e-06
11637	SUN3	3.956095443177344e-06
11638	MAD2L1BP	3.956092173083101e-06
11639	DHRS9	3.955903219943982e-06
11640	KREMEN2	3.95532514473477e-06
11641	SVOPL	3.951445353939074e-06
11642	ZC3H3	3.950393831396612e-06
11643	TAL2	3.949052846926565e-06
11644	CEP20	3.948237817891974e-06
11645	PDE12	3.945430037231339e-06
11646	CHRM5	3.944444641283938e-06
11647	TTC33	3.944320329394478e-06
11648	HLX	3.944297248319927e-06
11649	SLC35B2	3.944262450463817e-06
11650	LLPH	3.944060758804681e-06
11651	ARL4A	3.9424645199663906e-06
11652	SPATA18	3.940267305815336e-06
11653	ORAI2	3.9398352636352125e-06
11654	KRT72	3.9394637904511826e-06
11655	CHAMP1	3.937660003074359e-06
11656	DDIAS	3.937599981967609e-06
11657	CFAP410	3.937080382045202e-06
11658	PLPBP	3.936679431604763e-06
11659	GPR32	3.934486601513594e-06
11660	FGD3	3.933756382727709e-06
11661	ACOT12	3.931712249752549e-06
11662	GCNT3	3.931589345351561e-06
11663	S100A3	3.931461177076336e-06
11664	TMEM184B	3.9307727004807685e-06
11665	ALG8	3.93033710950372e-06
11666	ARAP2	3.929929278181237e-06
11667	CRYBB1	3.928712435673388e-06
11668	FMO3	3.927863408758564e-06
11669	CTDSPL	3.92650989336543e-06
11670	SRRM3	3.925848679878317e-06
11671	THNSL2	3.924604629602739e-06
11672	MYO1D	3.923913015229543e-06
11673	B4GALNT1	3.923726065611568e-06
11674	HBQ1	3.923635257346756e-06
11675	KCNE4	3.923352037665687e-06
11676	SCARA3	3.923236372329795e-06
11677	ZNF618	3.922694836881866e-06
11678	ARHGEF19	3.921558114331278e-06
11679	SCX	3.921450483212841e-06
11680	FKBP14	3.92082805736832e-06
11681	TBC1D23	3.920559559603555e-06
11682	PVRIG	3.919673529458841e-06
11683	ZNF212	3.919272878392073e-06
11684	SKOR1	3.919124855677971e-06
11685	ABCA13	3.919101595004996e-06
11686	SLC25A23	3.9178553610152334e-06
11687	TRIM55	3.917569145120223e-06
11688	RBM27	3.917220708931455e-06
11689	KRT79	3.916418569922679e-06
11690	DOCK9	3.914933470978672e-06
11691	APCDD1	3.913892546158103e-06
11692	CNNM4	3.9125867756030074e-06
11693	AEBP1	3.9113643272383875e-06
11694	B4GALT3	3.910777783555544e-06
11695	FGD6	3.90974270475194e-06
11696	WSB2	3.909530567577471e-06
11697	LRRC56	3.909052058979382e-06
11698	TLE7	3.908981953845251e-06
11699	MCF2L	3.908712147313382e-06
11700	FAR1	3.90692256173287e-06
11701	CFHR3	3.90672457035717e-06
11702	RIT1	3.906690319362539e-06
11703	DPH2	3.9061116929308835e-06
11704	MPEG1	3.905968999294386e-06
11705	RAB2B	3.904710675450801e-06
11706	C17orf75	3.903862504735921e-06
11707	PITPNM1	3.902926839315235e-06
11708	CTU2	3.902366141293018e-06
11709	CLCF1	3.902310900726983e-06
11710	SHROOM4	3.902190889107456e-06
11711	MRPL52	3.901871038653384e-06
11712	SLC25A46	3.9012105418968885e-06
11713	SLC8B1	3.900246857003811e-06
11714	MRPL37	3.898681903191309e-06
11715	BEX3	3.898656348961511e-06
11716	LCE3A	3.898467868087288e-06
11717	LZTFL1	3.898242757624223e-06
11718	AKAP17A	3.898203703222323e-06
11719	ARHGEF37	3.897875008547922e-06
11720	SLC25A25	3.897725397243289e-06
11721	CHL1	3.895839953151846e-06
11722	COX7A2L	3.895677094346122e-06
11723	RD3	3.893509587652112e-06
11724	ARGLU1	3.89346688539795e-06
11725	TMEM126A	3.892944701007545e-06
11726	FXYD5	3.892710339969694e-06
11727	OSTM1	3.892475102825437e-06
11728	GGCX	3.8902297196970916e-06
11729	PHACTR2	3.889394962382193e-06
11730	CSPP1	3.888979515452965e-06
11731	CASZ1	3.888963043911048e-06
11732	GDE1	3.888834749887225e-06
11733	MARCHF1	3.886292076870875e-06
11734	CATSPERB	3.885368661450219e-06
11735	MBOAT4	3.884209343835546e-06
11736	UNC80	3.884133970389556e-06
11737	PIGW	3.883835501101762e-06
11738	INHBE	3.882038507965945e-06
11739	RAMP3	3.881249006155632e-06
11740	GPATCH1	3.880368276153622e-06
11741	EID2	3.880302780051912e-06
11742	PSG2	3.878242145151073e-06
11743	CAPN14	3.8777313146730905e-06
11744	ASCL3	3.8775900478111365e-06
11745	MESD	3.877511101685054e-06
11746	ARSD	3.875039703370999e-06
11747	PKNOX2	3.872231190782607e-06
11748	CRIPT	3.871534288218762e-06
11749	DPPA5	3.871412766424215e-06
11750	KRT36	3.871213874533446e-06
11751	GPR15	3.8698737442989895e-06
11752	HPS6	3.868667583338647e-06
11753	MACO1	3.868202479877132e-06
11754	TRAPPC13	3.868137729486371e-06
11755	ST8SIA1	3.86786139414418e-06
11756	STXBP6	3.8673350967918e-06
11757	MRFAP1	3.867264400847984e-06
11758	ARAP3	3.866885048596267e-06
11759	TMEM208	3.864993290278356e-06
11760	LAYN	3.863599025110443e-06
11761	ZNF367	3.862631550014109e-06
11762	RNASET2	3.859189342737229e-06
11763	FBXO10	3.857133193596564e-06
11764	CYP3A43	3.856974597028045e-06
11765	CAPG	3.855171600370417e-06
11766	LILRA6	3.854198469564127e-06
11767	ANKRD20A1	3.853692474553089e-06
11768	ZNF276	3.853023389897215e-06
11769	RER1	3.852650931878145e-06
11770	GMEB1	3.85200776809494e-06
11771	TM2D2	3.851902697083412e-06
11772	CBLN2	3.8518626756881225e-06
11773	ADAMTS10	3.8513979912584985e-06
11774	TMX3	3.851350583121326e-06
11775	KIN	3.850590212027749e-06
11776	SERTAD4	3.850066603737516e-06
11777	CHRNE	3.849715429084474e-06
11778	SETD6	3.849648845102944e-06
11779	LY6G5B	3.848930954622463e-06
11780	CLUH	3.847958645086497e-06
11781	LYNX1	3.8464959977475135e-06
11782	BDH1	3.846477386403173e-06
11783	ALG13	3.8440737828563394e-06
11784	SNX10	3.843967908092184e-06
11785	MRPL18	3.843554038946767e-06
11786	ATRN	3.841746073221405e-06
11787	SLC30A4	3.840754458412928e-06
11788	TRMT2B	3.840218273717634e-06
11789	MMAB	3.8394851956915135e-06
11790	RNF10	3.8393105804033305e-06
11791	DKKL1	3.8367068866007325e-06
11792	ANKK1	3.836359198866804e-06
11793	OSGEPL1	3.8362572303781605e-06
11794	CMSS1	3.835507415716717e-06
11795	DEDD2	3.834573610695568e-06
11796	ST3GAL6	3.8337703353836976e-06
11797	PDCD2	3.8333810597013895e-06
11798	PYCR2	3.8322024791992074e-06
11799	PIGM	3.831893239281804e-06
11800	GSDMC	3.8306443878897475e-06
11801	SLC14A1	3.830189166910796e-06
11802	TAAR1	3.829759863210189e-06
11803	FAM117B	3.8294657772177715e-06
11804	ZNF408	3.829451273916636e-06
11805	LCE2D	3.829354037728561e-06
11806	CARD18	3.827883644429567e-06
11807	CNTN3	3.825563635400978e-06
11808	KRT85	3.825227245853925e-06
11809	KBTBD12	3.824529580704686e-06
11810	DIO1	3.8245268160768465e-06
11811	LRP10	3.823427824075453e-06
11812	BPIFA2	3.82334487438661e-06
11813	GOLT1A	3.821939918337466e-06
11814	SLC33A1	3.820522830894279e-06
11815	RGSL1	3.816280023752733e-06
11816	NEK10	3.816096309734428e-06
11817	LRRC37A3	3.8151738155595626e-06
11818	VPS50	3.8150272343743905e-06
11819	IER3IP1	3.814736794057897e-06
11820	IL1RL2	3.8141656719647967e-06
11821	SYNPO2L	3.812838447667549e-06
11822	GEM	3.812375768313062e-06
11823	ACSBG2	3.808909566006732e-06
11824	OTP	3.806984690949859e-06
11825	PNLIPRP3	3.806249972527318e-06
11826	MEA1	3.8047284260592577e-06
11827	MOGAT3	3.8037782329315975e-06
11828	ZKSCAN3	3.8034490364704475e-06
11829	SPATA3	3.803163434345803e-06
11830	HRH4	3.8013698798209382e-06
11831	RAB11FIP5	3.7999686274087225e-06
11832	TMEM31	3.7992987959507883e-06
11833	EMC4	3.7982672682810184e-06
11834	PCARE	3.797682366571782e-06
11835	FNDC3B	3.7968054283380775e-06
11836	ZMYM1	3.794907350270369e-06
11837	DYNLRB2	3.7918041072440666e-06
11838	RAPGEF5	3.791426945196391e-06
11839	NALCN	3.790625040483882e-06
11840	DDX59	3.7899733942195573e-06
11841	ARHGEF10L	3.7884101464051327e-06
11842	RBMY1D	3.7874404448170066e-06
11843	PHOX2A	3.7861869736254685e-06
11844	SLC16A9	3.7812416760735075e-06
11845	ISCA2	3.7772563578870796e-06
11846	RLN2	3.775216557277079e-06
11847	CYP4B1	3.775032764123401e-06
11848	LRRTM4	3.77395353377229e-06
11849	SV2C	3.772582498108509e-06
11850	CALCB	3.77242600944481e-06
11851	MGAT3	3.771484782172992e-06
11852	ASB15	3.7688122896100465e-06
11853	CCDC103	3.766151063983516e-06
11854	RXFP2	3.7650117681287645e-06
11855	KRT74	3.7635654647554673e-06
11856	AOPEP	3.7633722822590353e-06
11857	JADE2	3.7621176451980663e-06
11858	RHCG	3.7619223195390747e-06
11859	LRCH1	3.760847933029145e-06
11860	TLL2	3.760619645540315e-06
11861	TMEM38A	3.760470500839659e-06
11862	SPATA7	3.760200831638593e-06
11863	ROPN1L	3.760174398758359e-06
11864	MANBA	3.7597748764893147e-06
11865	ALG3	3.759647267698667e-06
11866	VWC2L	3.7591377589380603e-06
11867	SLC7A10	3.7590160023297306e-06
11868	ATP11A	3.7585531306189366e-06
11869	SNTG1	3.7579852764834913e-06
11870	GIPC2	3.755668068689844e-06
11871	HOXC11	3.755207464521793e-06
11872	EVI2A	3.7536108523504513e-06
11873	NPTX1	3.7529161164528002e-06
11874	MIER2	3.751803524386854e-06
11875	LCTL	3.7510015176051183e-06
11876	FBXO30	3.750982907185475e-06
11877	DEFA1	3.750428613656113e-06
11878	TRAPPC14	3.7495005326127556e-06
11879	C2CD3	3.7482415974369555e-06
11880	IFFO1	3.747234241206506e-06
11881	PEX1	3.746267255142202e-06
11882	AP3M2	3.7461763709692592e-06
11883	ZNF282	3.7450030889338686e-06
11884	CRYBA4	3.7448844261644044e-06
11885	THNSL1	3.744217415951446e-06
11886	TSPAN1	3.743855576095464e-06
11887	TESMIN	3.7433249966401323e-06
11888	RNF167	3.7422349065173306e-06
11889	PHOSPHO1	3.7420430399944636e-06
11890	CMBL	3.7415790535280133e-06
11891	ANKRD36B	3.7401598045999044e-06
11892	CATSPERD	3.736959578794157e-06
11893	GOLGA7	3.7369253726249166e-06
11894	MPLKIP	3.735689943327065e-06
11895	SPINK7	3.7356233475995087e-06
11896	GNPTAB	3.734197775944077e-06
11897	RBM12	3.7333384891095557e-06
11898	CABP1	3.7328540350124244e-06
11899	CEP85	3.7326322562804333e-06
11900	TMEM201	3.731989581872917e-06
11901	HYAL1	3.7308618685371967e-06
11902	PPP1R17	3.7300826948786952e-06
11903	B4GALT4	3.7287346929171283e-06
11904	RNF122	3.7277435598793664e-06
11905	MRTFB	3.72615932007508e-06
11906	UBXN8	3.7256546163040407e-06
11907	HPSE2	3.724718703662036e-06
11908	CABP4	3.723074200950414e-06
11909	CCDC136	3.721396766760805e-06
11910	AREL1	3.7211438080860415e-06
11911	CAPN9	3.7209099164388653e-06
11912	RITA1	3.720702876064232e-06
11913	DNAI3	3.719973297915179e-06
11914	LYPLA2	3.719251285433183e-06
11915	VPS26C	3.7188867232370323e-06
11916	EMC7	3.7182101116525374e-06
11917	SPRR2F	3.718140816930249e-06
11918	NELL1	3.7170482305438074e-06
11919	DDX19B	3.7164342789850347e-06
11920	CRYGD	3.71507809930214e-06
11921	OR5AR1	3.7150280991060193e-06
11922	HRC	3.7148810504544995e-06
11923	TDRKH	3.714319246346628e-06
11924	MR1	3.714052574200418e-06
11925	SEPHS2	3.713681343182415e-06
11926	PDSS1	3.7134635799101854e-06
11927	LDHD	3.713154591726036e-06
11928	LHFPL2	3.7130056135307367e-06
11929	SERPINB6	3.7109678054203326e-06
11930	SPSB4	3.710939046072428e-06
11931	SGTB	3.7106833196028834e-06
11932	CT55	3.7106296353926533e-06
11933	PHF7	3.7097587701957e-06
11934	CFHR5	3.7086859222660096e-06
11935	MANSC1	3.706130217217046e-06
11936	FMR1NB	3.705553100842356e-06
11937	CLDN23	3.7053222560149766e-06
11938	FMO5	3.7047202449921276e-06
11939	SIGLEC15	3.7041514893411062e-06
11940	HP1BP3	3.7037984975115973e-06
11941	CYP4V2	3.70217290755957e-06
11942	MOB3C	3.7014047414913807e-06
11943	SPNS1	3.6989004301239742e-06
11944	EFCAB6	3.697784186639586e-06
11945	TXNL4B	3.696598936696643e-06
11946	PLA2R1	3.694763482657335e-06
11947	GORAB	3.6945915218990313e-06
11948	AQP8	3.689836741947771e-06
11949	GTF2IRD1	3.689160446657177e-06
11950	MRPL42	3.687501903014838e-06
11951	MORC1	3.684570654704963e-06
11952	NDRG2	3.6844973175769577e-06
11953	ZNF444	3.683922229050296e-06
11954	SLAIN2	3.6830481858557353e-06
11955	CFAP276	3.6804395807867902e-06
11956	INHBC	3.6802423240244265e-06
11957	CCDC68	3.679761340395017e-06
11958	XPNPEP1	3.6790329908590565e-06
11959	BLTP1	3.6780428511064156e-06
11960	TM4SF1	3.673825118606117e-06
11961	SEMA3G	3.67269973806097e-06
11962	FBXO47	3.6723003699679375e-06
11963	SLC30A6	3.671794339713709e-06
11964	PALS2	3.6715005607027424e-06
11965	TRMT10A	3.6712932993674893e-06
11966	CATSPER4	3.6711891779673647e-06
11967	DAOA	3.66953383686477e-06
11968	DPH1	3.6693491840099076e-06
11969	ZNRF2	3.669195396030431e-06
11970	ZNF646	3.6690281007296043e-06
11971	TSHZ3	3.6673385784823226e-06
11972	LBX1	3.6655905328623376e-06
11973	MPIG6B	3.6646905376351457e-06
11974	KRT84	3.662748639470466e-06
11975	ANKRD36	3.6626741101780777e-06
11976	B3GNT6	3.6598710241145424e-06
11977	FUT3	3.658973574549159e-06
11978	RAB3D	3.6586626600113967e-06
11979	CLC	3.658404298700273e-06
11980	OMP	3.658251521932369e-06
11981	CELA1	3.6574362184761488e-06
11982	MYH15	3.6571607599786135e-06
11983	ANKRD37	3.6550827707611954e-06
11984	MC5R	3.653331685845115e-06
11985	RCBTB1	3.6516546100566733e-06
11986	KCNIP4	3.651606711071024e-06
11987	NLRP10	3.651319212520148e-06
11988	PPFIA4	3.6503587489371684e-06
11989	DOLK	3.6499337744150532e-06
11990	NR6A1	3.649843606028567e-06
11991	AMTN	3.6492757757183274e-06
11992	MRPL14	3.649143016419843e-06
11993	SLC19A2	3.6489523396932407e-06
11994	GRIFIN	3.648343681776643e-06
11995	TMCO5A	3.6480106353064283e-06
11996	KLF8	3.647790463612281e-06
11997	NUPR2	3.6475361627652137e-06
11998	HLA-DOA	3.6449233396876185e-06
11999	ZNF33A	3.6437378757464052e-06
12000	REEP2	3.643170151675336e-06
12001	RANBP17	3.64308515208418e-06
12002	RAB38	3.6407721924158625e-06
12003	ANP32B	3.639827859082625e-06
12004	SLC44A2	3.6389041635314615e-06
12005	HTN1	3.638500428799753e-06
12006	NAGLU	3.6382381628195814e-06
12007	SYNE4	3.6379643573577176e-06
12008	SLC6A6	3.6374006228565862e-06
12009	TENT5A	3.6368059024977226e-06
12010	OLFM3	3.6353249350854424e-06
12011	RALYL	3.6340400667484156e-06
12012	FAM72A	3.6265468352675397e-06
12013	TSSK2	3.626223566541481e-06
12014	RAB40AL	3.625615947080773e-06
12015	SYT12	3.625187895793429e-06
12016	PITPNB	3.6250952885163844e-06
12017	CATSPERZ	3.6247053211071263e-06
12018	SEMA6D	3.6243427601336096e-06
12019	DPY19L2	3.623582599735283e-06
12020	ICAM5	3.622627914418087e-06
12021	ASRGL1	3.6215057492281347e-06
12022	NOPCHAP1	3.6210633096887866e-06
12023	TMEM230	3.620437651650152e-06
12024	THYN1	3.6189959188803415e-06
12025	ZNF711	3.6186764409260487e-06
12026	SUMF2	3.6175099780330636e-06
12027	SERINC3	3.6157504626204112e-06
12028	ZNRF1	3.613099786660828e-06
12029	LAGE3	3.6098690624982893e-06
12030	TGM3	3.609283942632397e-06
12031	MGAM2	3.608617734934522e-06
12032	NBPF11	3.608433522527426e-06
12033	SLC7A4	3.6060859086870998e-06
12034	TRIM62	3.6059158838030963e-06
12035	SYNE3	3.6050768884109194e-06
12036	GABRE	3.6049037208491987e-06
12037	HEXB	3.6024512602116977e-06
12038	BBIP1	3.6023847587813756e-06
12039	ARMS2	3.600493257395565e-06
12040	RP9	3.600173681682986e-06
12041	HNF4G	3.599531805855534e-06
12042	GTPBP8	3.595069240609078e-06
12043	STXBP5L	3.5946280025163665e-06
12044	LCE2B	3.5941747403183134e-06
12045	FOXN4	3.5940044849280135e-06
12046	DCDC2	3.5919265113631624e-06
12047	SLC41A1	3.5900941558127127e-06
12048	TSPOAP1	3.5898241988156654e-06
12049	ARL11	3.5896392074129645e-06
12050	NOL8	3.58806607917883e-06
12051	TSPAN3	3.587669503784132e-06
12052	RBP2	3.586708545184044e-06
12053	PCIF1	3.5858590363098403e-06
12054	COA7	3.5857984282048857e-06
12055	DNAJC30	3.583956108686017e-06
12056	REXO1	3.583878959080685e-06
12057	CNTN5	3.5838052805484957e-06
12058	MT1F	3.5827410529344555e-06
12059	NOTO	3.582430185749374e-06
12060	GALNT16	3.582289036464211e-06
12061	TCP10L	3.5810488241743636e-06
12062	NCDN	3.580844720892012e-06
12063	HOXD8	3.580312137490542e-06
12064	TMEM216	3.5789205284998478e-06
12065	PAM	3.5780551183409855e-06
12066	SSBP4	3.577554849949979e-06
12067	SLC45A1	3.5774892309821272e-06
12068	EBLN2	3.5773506391408726e-06
12069	TMED5	3.5765144020194444e-06
12070	ZNF131	3.5763558353688487e-06
12071	KCNK1	3.575153483075835e-06
12072	SMIM24	3.574780693929359e-06
12073	SOX15	3.5725441469344175e-06
12074	TTLL1	3.5712549244724318e-06
12075	MKX	3.570198318520723e-06
12076	ATE1	3.570112714569378e-06
12077	FAM32A	3.569712700734198e-06
12078	SPATA25	3.5687346603070793e-06
12079	CLGN	3.5687056996281497e-06
12080	PRDM5	3.568569592078655e-06
12081	TXNDC2	3.5673741234878577e-06
12082	RAB40B	3.566182692585204e-06
12083	SLC7A6OS	3.565569187847716e-06
12084	DNAAF3	3.5650830257693894e-06
12085	SLCO2A1	3.5642710828015424e-06
12086	SOX13	3.5641558064124933e-06
12087	BCDIN3D	3.5639167359095996e-06
12088	SSU72L1	3.5629135602883303e-06
12089	SSU72L5	3.5629135602883303e-06
12090	SSU72L3	3.5629135602883303e-06
12091	SSU72L4	3.5629135602883303e-06
12092	SSU72L6	3.5629135602883303e-06
12093	SSU72L2	3.5629135602883303e-06
12094	DUS3L	3.5614236999279013e-06
12095	MOV10L1	3.561255074988675e-06
12096	TRANK1	3.560050634956026e-06
12097	PPOX	3.559172647555296e-06
12098	CLHC1	3.5585035556857598e-06
12099	RBM48	3.5580759375084304e-06
12100	HSF2	3.5577687745163924e-06
12101	TTI2	3.5577634736880872e-06
12102	POGK	3.5576755704175207e-06
12103	VAX1	3.557574274337053e-06
12104	TPK1	3.5574843405342086e-06
12105	TSC22D4	3.5566351547519825e-06
12106	SORCS3	3.555631160801982e-06
12107	GIN1	3.5550722417923596e-06
12108	APPL2	3.554970798610967e-06
12109	AKR7A3	3.5541877794895724e-06
12110	NHSL3	3.553271248586251e-06
12111	C1QTNF2	3.551967806450898e-06
12112	KATNIP	3.551935218326972e-06
12113	EBI3	3.5519041223014833e-06
12114	RHPN2	3.5508110779055157e-06
12115	NPM3	3.5505298007212107e-06
12116	RDH10	3.55050168395585e-06
12117	B3GNT5	3.549943654244057e-06
12118	AIFM3	3.5492636876027962e-06
12119	GIMAP4	3.547724005010455e-06
12120	FUT7	3.5471499109114814e-06
12121	SLC6A9	3.54664512290188e-06
12122	SLC43A1	3.5462217255291863e-06
12123	OR2B3	3.5455000938841635e-06
12124	YJU2B	3.5454277545302673e-06
12125	KRT32	3.5452056133515723e-06
12126	LILRA1	3.5444713607849022e-06
12127	FREM3	3.5424564047476787e-06
12128	CLPS	3.5424254974732418e-06
12129	RGMA	3.5418240524895674e-06
12130	AOC2	3.5417932550926755e-06
12131	FBXL18	3.54142953334078e-06
12132	ATP13A3	3.5408851775926e-06
12133	SCYL1	3.54033683852727e-06
12134	SLC36A3	3.5399859941375385e-06
12135	MRI1	3.538314246979268e-06
12136	CFAP161	3.536422984868238e-06
12137	AMMECR1L	3.53640726031857e-06
12138	FASTK	3.535542439076156e-06
12139	B4GALT2	3.5346294239725176e-06
12140	PPM1E	3.5341403246641983e-06
12141	BFAR	3.534107838117828e-06
12142	RUBCNL	3.5331486649983884e-06
12143	RDH11	3.5318121713947834e-06
12144	CPA2	3.5314691502215174e-06
12145	TREML1	3.5312872540750917e-06
12146	ICAM4	3.530617380720601e-06
12147	TMEM51	3.5298591100558995e-06
12148	SERP1	3.5279386306365083e-06
12149	RBMXL3	3.527013224657081e-06
12150	ATAT1	3.5252143832387124e-06
12151	ASB14	3.5248576693711114e-06
12152	ARRDC2	3.5243321837449886e-06
12153	RAMP2	3.524029300184612e-06
12154	CXCL17	3.5223831853018036e-06
12155	ACOT9	3.5211432310699457e-06
12156	INTS15	3.518953590639828e-06
12157	SPOCD1	3.516883443041989e-06
12158	CEACAM3	3.5160788314053333e-06
12159	PLIN4	3.5158634237303504e-06
12160	FAM72D	3.5155948569001993e-06
12161	FBXO33	3.515430128005042e-06
12162	STON1	3.5146547127070942e-06
12163	ZIM2	3.5127738595659855e-06
12164	SLC25A39	3.510978521402718e-06
12165	KRTAP11-1	3.5105114847238628e-06
12166	ULK4	3.5103732704288067e-06
12167	CFAP43	3.5102511269743734e-06
12168	PCBD2	3.5099926591339227e-06
12169	EXOG	3.5084740324317494e-06
12170	SALL3	3.5078049141335097e-06
12171	KEL	3.5073631160004677e-06
12172	SLC5A12	3.5071129015634306e-06
12173	IRF2BP1	3.506610739445715e-06
12174	PMP2	3.5055596947213507e-06
12175	SLTM	3.505355657112038e-06
12176	ERMAP	3.5047004652204564e-06
12177	HMGN3	3.5040268569955456e-06
12178	IQCA1	3.502949021164931e-06
12179	MLF2	3.5029423185541386e-06
12180	SLCO4A1	3.5011094257102477e-06
12181	IMPACT	3.5010393285556616e-06
12182	DNAH7	3.5010196465169827e-06
12183	LOXL3	3.500506090792427e-06
12184	TTLL10	3.5000096411421597e-06
12185	FXYD6	3.4999624736701526e-06
12186	NTM	3.4991987956596894e-06
12187	CNPY3	3.497587830363297e-06
12188	RELT	3.497364729991623e-06
12189	ANO5	3.4972224863917246e-06
12190	SH3RF2	3.4966606094992637e-06
12191	CYP2A7	3.4962040540453334e-06
12192	GUCA1C	3.495976226143961e-06
12193	POMK	3.495340467677415e-06
12194	INSC	3.49419309103063e-06
12195	GLYAT	3.4939506508105384e-06
12196	PLEKHA2	3.4934735014775e-06
12197	CFAP91	3.4917974251534435e-06
12198	SLC2A6	3.4886071160635714e-06
12199	SNX12	3.486972131136754e-06
12200	SNCG	3.484884526526639e-06
12201	VGLL1	3.484183003877682e-06
12202	ADGRF5	3.4840443768738217e-06
12203	KHDC3L	3.4835372739585717e-06
12204	ANKRD31	3.4833866802819137e-06
12205	SLC43A2	3.482867505418549e-06
12206	SLC29A2	3.4822814975265125e-06
12207	LRRC4C	3.4822494401944085e-06
12208	GALNT13	3.4818386221899132e-06
12209	CHST14	3.481382719479111e-06
12210	GAS2	3.4800156014941564e-06
12211	ZFAND2A	3.47994606712046e-06
12212	GLTP	3.4797801743352967e-06
12213	CGB5	3.479752627701016e-06
12214	DPM3	3.47907621671803e-06
12215	SEPTIN1	3.479044312157733e-06
12216	ARHGEF35	3.4786753091657313e-06
12217	PKD2L2	3.4786690377879054e-06
12218	NMRK2	3.4773536249886868e-06
12219	FANK1	3.4773148473013056e-06
12220	PSG3	3.476374079440812e-06
12221	FHDC1	3.476277386256108e-06
12222	CFAP107	3.474956308135683e-06
12223	PSG8	3.474938431104449e-06
12224	BTN3A3	3.4742344074006403e-06
12225	FHIP1A	3.4737150318804915e-06
12226	CSRP2	3.4735314665977095e-06
12227	LRRCC1	3.4730443073787973e-06
12228	YPEL3	3.4719653668725124e-06
12229	KRT40	3.471866373372626e-06
12230	RD3L	3.4706320129621608e-06
12231	CARD19	3.4694406792928448e-06
12232	ATP8A2	3.468527954033828e-06
12233	WDR93	3.4669819855231942e-06
12234	CFAP53	3.4648969530933218e-06
12235	SOSTDC1	3.464669643048236e-06
12236	AKAP3	3.464548595612151e-06
12237	GPRC5B	3.4639429132814793e-06
12238	TAS2R4	3.463740966360131e-06
12239	LRFN2	3.463552933260816e-06
12240	THSD4	3.4635229812515813e-06
12241	DNAJC25-GNG10	3.4630212793633567e-06
12242	PITPNM3	3.462976229436859e-06
12243	CXXC5	3.462703215097416e-06
12244	SNPH	3.4626630578913243e-06
12245	SERTAD2	3.4624073864250377e-06
12246	IDS	3.4611228126079104e-06
12247	SLC25A14	3.4606513811128785e-06
12248	SAT2	3.46037283675214e-06
12249	SPACA3	3.4603136057871615e-06
12250	NIT1	3.460057982788781e-06
12251	FCRL1	3.456477873020788e-06
12252	CFAP95	3.4562032721184534e-06
12253	CLUL1	3.4555295623517995e-06
12254	PPM1M	3.4553653290237206e-06
12255	ERGIC2	3.45454508286208e-06
12256	HOXA6	3.451310630142852e-06
12257	CBY2	3.4511565377242766e-06
12258	ANKMY2	3.4501693532325073e-06
12259	L3MBTL4	3.4476137138891736e-06
12260	ACTRT2	3.447024022884854e-06
12261	C4BPB	3.446994172808124e-06
12262	KIZ	3.446331286850518e-06
12263	TIGD4	3.4453870355461636e-06
12264	FOXS1	3.444737015117547e-06
12265	NQO2	3.44468581252288e-06
12266	SLC16A7	3.4442764768902494e-06
12267	MDGA1	3.4438391459526702e-06
12268	MMACHC	3.4431021984722944e-06
12269	ANKS6	3.442856344864789e-06
12270	NUP62CL	3.442363642284443e-06
12271	SSH3	3.4413059365891435e-06
12272	IFT43	3.441080612223793e-06
12273	C1orf146	3.4402634238204665e-06
12274	HTR3C	3.4394592840217954e-06
12275	SLC28A1	3.4389528773985503e-06
12276	ZHX3	3.438819639090338e-06
12277	TRIM47	3.438726332242593e-06
12278	CCDC27	3.438202775839959e-06
12279	FAM124B	3.4374822031812033e-06
12280	GET1	3.4372722602320416e-06
