rank	gene	score
1	TP53	0.05638835587940544
2	AKT1	0.056294818168126835
3	MYC	0.05623153723980637
4	EGFR	0.0562046765630439
5	PTEN	0.05610541041451577
6	BRCA1	0.05606858197043086
7	MTOR	0.056018334166345794
8	CDK2	0.05597927769827857
9	MAPK1	0.0559615871331734
10	GAPDH	0.0006141272951679324
11	ACTB	0.0006103123474153715
12	CTNNB1	0.0005986217744705333
13	TNF	0.0005355563113129509
14	JUN	0.0005243930875392653
15	STAT3	0.0005214971213870275
16	IL6	0.000504883102708668
17	INS	0.0005017827019105413
18	BCL2	0.0004995492633927418
19	HSP90AA1	0.0004955605598119245
20	SRC	0.000491453281186268
21	ESR1	0.0004899120915304229
22	KRAS	0.0004842479865512143
23	HIF1A	0.0004810080263686814
24	MAPK3	0.0004764968049491672
25	EP300	0.00047534313903683926
26	CCND1	0.00047387265439223486
27	CDK1	0.0004713544204221572
28	ALB	0.00047041328819754123
29	CASP3	0.0004649298737586915
30	HSP90AB1	0.00046083448274596855
31	NFKB1	0.0004593396310000082
32	ATM	0.00045484175504031596
33	GSK3B	0.0004507850669949051
34	EGF	0.00044841611115575684
35	RPS27A	0.0004482465159171723
36	H3-3B	0.0004477459773244423
37	H3C13	0.0004469209354986222
38	H3C12	0.00044641155043194196
39	HDAC1	0.00044471313162735925
40	CDKN2A	0.00044305322108412806
41	IL1B	0.00043969346103456735
42	H3-4	0.00043367834154526034
43	CDH1	0.000431530318248572
44	PARP1	0.00042702679972311586
45	MDM2	0.0004261710921032982
46	UBC	0.00042302299991707915
47	PIK3CA	0.0004196108938907001
48	HSPA4	0.00041907267229534547
49	H3-7	0.0004148040736814915
50	H3-5	0.0004132337545596605
51	PXDN	0.00041251899067408585
52	FOS	0.00041163722149468107
53	UBA52	0.0004087954482689844
54	CDKN1A	0.0004052858193406502
55	PXDNL	0.00040421451875716154
56	RHOA	0.0004007581337271086
57	CCNB1	0.00040030763265961456
58	CREB1	0.0004000273030873567
59	CREBBP	0.0003977323155891629
60	STAT1	0.00039681483752862675
61	SMAD4	0.00039421802144712825
62	SMAD3	0.00039414034589356446
63	HRAS	0.00039190828832887434
64	TGFB1	0.00039172197374383403
65	IGF1	0.00039094798056806603
66	NRAS	0.00038910686265991167
67	RELA	0.00038760768122902706
68	NOTCH1	0.0003863182860690955
69	FOXO3	0.000385398096494231
70	FOXO1	0.0003815516896527324
71	BCL2L1	0.0003784653460072394
72	EZH2	0.0003774374011253518
73	MAPK8	0.0003772610041292557
74	ERBB2	0.00037703872839963147
75	GRB2	0.00037642495590858627
76	PPARG	0.0003763860860432162
77	SMAD2	0.0003759554588704437
78	ABL1	0.0003723778341827696
79	MMP9	0.0003695794294392588
80	SOX2	0.00036827428991934995
81	AR	0.0003672250811748405
82	CALM3	0.0003664615333307749
83	FN1	0.00036559273780217583
84	SIRT1	0.00036510706818426866
85	ANXA5	0.0003624369859234065
86	BECN1	0.00036146680259920835
87	CD8A	0.00036109270811069473
88	CD4	0.000360542834269373
89	BRAF	0.0003571521576170349
90	CDKN1B	0.00035458605536653595
91	PIK3R1	0.000354470124995852
92	UBB	0.0003532473024835131
93	IFNG	0.0003524987739867235
94	NFKBIA	0.0003522392427198916
95	CASP8	0.0003519614669090508
96	CALML5	0.0003517739230929209
97	CALML3	0.0003514474275921991
98	FBXW7	0.000349623761046993
99	FGF2	0.00034899775483396934
100	MCL1	0.00034841076255497
101	TSC2	0.0003482829114640076
102	MAPK14	0.00034737542264896544
103	SNAI1	0.00034536611967129853
104	CYCS	0.0003451812799526021
105	CDK4	0.0003445585302258639
106	BRD4	0.0003434686058643481
107	CHEK1	0.00034288592284263756
108	KDR	0.0003426209894323566
109	CALML4	0.0003421708590545342
110	CALML6	0.00034173685284145743
111	CHEK2	0.0003411246204980447
112	CEBPB	0.0003398551306397819
113	KIT	0.00033891642040745015
114	JAK2	0.0003378576733139429
115	STAT5A	0.00033750043638174174
116	BRCA2	0.00033735098976957824
117	CASP9	0.00033483085079298494
118	CD44	0.00033476337753091535
119	PTGS2	0.00033212391289499005
120	CCNA1	0.00032617220894753354
121	HDAC2	0.00032603976331417416
122	E2F1	0.0003253205870609004
123	NPM1	0.0003239217067913956
124	PGR	0.00032363820797022866
125	TLR4	0.0003197558031376896
126	CXCL8	0.00031811048438185253
127	TOP2A	0.0003180584880704239
128	SKP1	0.0003177351122229515
129	SP1	0.00031679087400119705
130	SHC1	0.00031535563674393727
131	MMP2	0.0003150187656882032
132	POU5F1	0.00031463191407680264
133	CCNL2	0.00031399270454179564
134	RAD51	0.00031256602313724816
135	PTPRC	0.00031180950451753384
136	NF1	0.0003095434739000543
137	HSPA8	0.0003089323441935814
138	JAK1	0.0003088460486739277
139	CDC25C	0.00030483308984029966
140	PRKACA	0.0003042303915435073
141	PPP2CA	0.000304230235544431
142	SQSTM1	0.00030308728399765564
143	CDH2	0.00030302261452959
144	IL2	0.000302998839155669
145	TERT	0.00030299433441924333
146	PRKDC	0.00030280420639938537
147	DNMT1	0.0003026592779538759
148	PTPN11	0.00030244554961207144
149	AKT2	0.00029985062822927594
150	HSPA5	0.0002987115757814979
151	APP	0.000298297520913021
152	GATA3	0.00029801948340608194
153	CDK6	0.0002973141000715719
154	NFE2L2	0.00029610855845480297
155	PML	0.00029572669173051787
156	BCL2L11	0.0002956160537413311
157	EGR1	0.0002953141301113768
158	YWHAZ	0.0002950534711006724
159	SKP2	0.0002949517958510986
160	CAV1	0.0002946720789329876
161	H2AX	0.0002930806455430754
162	FGFR1	0.00029260889614541555
163	FYN	0.00029224543396470445
164	AGO2	0.00029123912748436773
165	SLCO6A1	0.0002898681874924757
166	PRKACB	0.00028977513493395836
167	IGF1R	0.0002896972741180238
168	ICAM1	0.00028954989720365073
169	CD34	0.0002894105772102641
170	IL4	0.0002876522088832543
171	PRKACG	0.000286479248821159
172	NTRK1	0.00028606232346852075
173	PECAM1	0.00028493302180974234
174	AURKA	0.0002846208945578499
175	MAP2K1	0.00028386002301053644
176	TRAF6	0.0002835715459826269
177	BDNF	0.0002833068932296536
178	IRS1	0.0002819503575950344
179	RPTOR	0.0002814733194199663
180	IL10	0.00027938467995907725
181	SMARCA4	0.00027885570929681773
182	XRCC6	0.00027770341445638286
183	IQGAP1	0.0002769004236739416
184	XIAP	0.0002763676117992365
185	CSF2	0.00027569649313674636
186	H4C6	0.00027447184704198894
187	GADD45A	0.0002738787081223217
188	CCNE1	0.00027378183504990744
189	DICER1	0.00027269782589671584
190	TP53BP1	0.00027205475950868444
191	PDGFRA	0.00027169075732072945
192	AGT	0.00027040305734981577
193	FASLG	0.0002698074377090162
194	PRKN	0.0002696568148458175
195	PTK2	0.0002694872776877823
196	LYN	0.00026944085163999016
197	CUL1	0.00026886242015826335
198	APAF1	0.0002679462256358838
199	PPARGC1A	0.00026794090966915276
200	RPS6KB1	0.0002673271444013971
201	PLK1	0.00026675773119299787
202	MET	0.00026673034404317407
203	SNCA	0.0002663350072949013
204	FGF8	0.00026604810277175905
205	EIF4EBP1	0.0002658055434786226
206	RET	0.00026496231507921894
207	AKT3	0.00026487637975633916
208	BTRC	0.00026424799059916786
209	CD274	0.0002642360186664389
210	STAT5B	0.00026411516579916274
211	NANOG	0.0002632286854427406
212	NGF	0.00026261406909580307
213	PRKCA	0.00026067287996221246
214	WEE1	0.0002606558162001946
215	CDC20	0.0002600806973601024
216	FGF10	0.00025977088508963807
217	MAPK11	0.0002594254122795327
218	CCL2	0.0002592813746017056
219	RASA1	0.0002591266610521507
220	ROCK1	0.00025900023316956044
221	ALK	0.0002589946328476415
222	CDKN3	0.0002579979728016379
223	FOXM1	0.00025744500255615903
224	RPS6	0.00025737827716158665
225	RUNX1	0.0002572964087102577
226	FGF7	0.0002572721702865313
227	RBX1	0.0002570851752417867
228	FGF4	0.00025700782519710993
229	EIF4E	0.0002566448373963756
230	RB1	0.00025621632560119556
231	CDC25A	0.00025614994020507027
232	RAF1	0.0002559285685350032
233	BMI1	0.00025545297892935157
234	ATG5	0.00025534323701601456
235	PPP1CA	0.0002550787230999637
236	PKM	0.00025488362918547013
237	LRRK2	0.0002547338629962606
238	HDAC6	0.0002543681092333778
239	CXCR4	0.00025421946703711533
240	TCHP	0.0002541154348831374
241	FGF3	0.00025378156872123315
242	CDKN2B	0.0002537000155505908
243	FGF9	0.00025366658866353474
244	ATG7	0.0002517563212113068
245	FGF5	0.0002514527503151654
246	H2BC21	0.00025145223545370215
247	FGF17	0.0002508710958444626
248	VCAM1	0.000250197144890135
249	IKBKB	0.0002501835070752953
250	CTLA4	0.0002501755976691022
251	CSNK2A1	0.00025006451976449206
252	FGF18	0.0002499508293326533
253	MSH2	0.00024974652811705797
254	MLH1	0.00024930425108312727
255	IGF2	0.00024905098420882084
256	MAPK12	0.0002486178448207348
257	SRSF1	0.000248032214382699
258	AXIN1	0.0002478172339373384
259	XPO1	0.0002476569939610155
260	FGF20	0.0002474445472155455
261	YWHAB	0.00024738643392321165
262	VCL	0.00024711385753849077
263	MSH6	0.00024709007189500123
264	MAPK13	0.00024708176383476303
265	BIRC5	0.0002464361736880649
266	FGF16	0.000246378638894784
267	FGF6	0.0002462011934368769
268	MITF	0.0002454499364554721
269	KEAP1	0.00024540451695103185
270	FGF22	0.0002454043358447709
271	TSC1	0.00024535605314493644
272	TRIM28	0.00024526352817242546
273	PIK3CB	0.00024521386190509654
274	TTN	0.00024457075382872297
275	WRN	0.0002443366339094994
276	FOXO4	0.0002442596716898074
277	MYCN	0.00024422714691666527
278	IL1A	0.00024402636915935965
279	ATR	0.00024382297236735456
280	ERBB3	0.00024368633779741044
281	SOS1	0.0002434603690892372
282	CCK	0.00024288044115476493
283	SNAI2	0.00024265889725606326
284	FLT1	0.00024252537764151593
285	RUNX2	0.00024213737673073842
286	SOD2	0.00024149831805565645
287	IKBKG	0.00024131493597994368
288	KAT2B	0.00024105195858249565
289	PLCG1	0.0002405777278575975
290	PDGFRB	0.000238619038383666
291	RACK1	0.0002381340934257155
292	CDC6	0.0002380973142844698
293	AURKB	0.00023782768679326874
294	CCNE2	0.00023767950312121456
295	PIK3CG	0.0002374321163020117
296	ELAVL1	0.0002371289788934625
297	MAP3K1	0.0002369910500206965
298	ERBB4	0.0002360889473130646
299	IDH1	0.00023586764822347458
300	TNFRSF1A	0.00023573783399791513
301	VCP	0.00023520009958521532
302	FADD	0.00023479209698517708
303	ESR2	0.0002347500433338433
304	PSMD14	0.00023406097934190864
305	FLT3	0.0002326787228881492
306	WT1	0.00023239155091145635
307	RICTOR	0.00023216605911059393
308	HNF4A	0.00023181684493093292
309	FGFR2	0.00023137260618133585
310	SHH	0.0002311584586020299
311	NCOA3	0.00023096258168256524
312	CYP19A1	0.00023048073479493475
313	CCND2	0.00022997454935579502
314	INSR	0.00022855641194358443
315	IRS2	0.00022807135034229382
316	HDAC4	0.00022761538525482549
317	STK11	0.0002261354295787892
318	SIRT6	0.00022587034360129374
319	CXCL12	0.00022504198711501702
320	HGF	0.00022438064021284513
321	PPP1CC	0.00022415948737800013
322	EPCAM	0.00022409967718542862
323	ETS1	0.00022397214775227777
324	COPS5	0.00022391724558051617
325	IDH2	0.00022384685627114395
326	LMNA	0.00022381048528967781
327	YY1	0.00022309317257420593
328	UBE3A	0.00022276269820303293
329	CASP1	0.00022269963235754762
330	SREBF1	0.0002217845359250897
331	RBBP4	0.0002212695969229823
332	NEK2	0.00022094497797335352
333	SYK	0.00021989005354833293
334	RAC2	0.0002196676106120957
335	MKI67	0.0002195718558336591
336	PIK3C3	0.00021925303850609635
337	MDC1	0.00021917255660552817
338	CASP7	0.00021846323960697221
339	TUBB	0.00021780788578865945
340	CHUK	0.00021746215675487338
341	AKT1S1	0.0002174442205470439
342	FANCD2	0.0002174022375145418
343	DDB1	0.00021675316220936826
344	POLE	0.00021670455755105593
345	PLEK	0.00021560939885843623
346	BAX	0.00021453461871746336
347	PPARA	0.00021357755255100398
348	MCM7	0.00021340731379030847
349	PXN	0.00021309318822538927
350	JAK3	0.00021308238046232155
351	MAPT	0.00021300719164574965
352	ITGB1	0.00021299125737487843
353	FGFR3	0.00021294735844402208
354	RAC1	0.00021212836872581883
355	COMMD3-BMI1	0.00021180416215472919
356	MAP3K5	0.0002116415276877285
357	MAPK9	0.0002115942491965475
358	MAP3K7	0.00021136935522826582
359	ATRX	0.00021087905295833232
360	ARRB1	0.00021073982783740175
361	POTEF	0.00021070118225414368
362	EXO1	0.00021027031248786176
363	TFRC	0.00021017848797693088
364	PDCD1	0.00021016824367556936
365	TYMS	0.00020966529201015644
366	FOXP3	0.00020963283338747835
367	EPAS1	0.00020956633635552113
368	TGFBR2	0.00020933577785544192
369	MGMT	0.00020924767731573117
370	BNIP3	0.00020855185474056195
371	SOCS3	0.0002084628675417149
372	YAP1	0.0002083713467515945
373	UBE2S	0.00020827046592495604
374	H2BC3	0.00020814649615785372
375	PSMC5	0.00020804571332516336
376	HMOX1	0.00020797153529171982
377	XRCC5	0.00020794359233890886
378	PPP2R1A	0.00020789930243343964
379	APOE	0.00020765289518467187
380	LEP	0.00020751202685532284
381	REL	0.00020749515362532612
382	VDAC1	0.00020723986390126006
383	KIF11	0.0002070109862367398
384	GLI1	0.00020643810229168546
385	DROSHA	0.00020628009985365078
386	STMN1	0.00020616153903108182
387	FGFR4	0.00020544271035737854
388	MAP1LC3B	0.00020476595485424267
389	CDC37	0.0002046049239845106
390	CTCF	0.0002042111220358807
391	CEBPA	0.0002039055407722772
392	PRKCZ	0.00020301089647308215
393	YBX1	0.00020299691446573747
394	SUMO1	0.00020287947822792638
395	CFL1	0.00020229971819685954
396	HMGB1	0.00020227918965787288
397	E2F3	0.00020188211689549723
398	CCN2	0.00020172396223579986
399	BTK	0.00020152655514095517
400	CUL3	0.0002014905442498189
401	GSTP1	0.00020147123924851046
402	ARRB2	0.00020145090231951304
403	SLC2A1	0.00020142895599179877
404	TXN	0.00020130352530375956
405	ILK	0.00020126512705522653
406	NF2	0.00020109326594367082
407	RPS6KB2	0.00020087984878586356
408	GSK3A	0.00020074831648242156
409	PLEK2	0.0002005044740456159
410	BARD1	0.0002004264360905899
411	DNMT3A	0.0002004184248264073
412	RHEB	0.00019979020512015901
413	MDM4	0.0001996991585863998
414	FEN1	0.00019954714446132182
415	HDAC3	0.00019952952260406782
416	BIRC2	0.00019847160538973658
417	FGF13	0.0001981301401799524
418	BIRC3	0.00019776490919939179
419	UBE2C	0.0001976303574352131
420	UBE2I	0.00019752505307071781
421	CD28	0.00019730016852576463
422	ITGAM	0.00019728989828508896
423	ABCB1	0.00019685274184360276
424	ARNT	0.0001965855337414121
425	H2BC11	0.00019615185806307455
426	PCNA	0.00019600361105336745
427	KAT5	0.00019559554490267383
428	SETD2	0.00019533682840072546
429	LOX	0.00019517002377772067
430	CD40	0.0001951427715404159
431	CYBB	0.0001948113007154335
432	BUB1B	0.00019478266112196455
433	PIK3R2	0.0001946165637307523
434	STAT6	0.00019432201981950208
435	FASN	0.00019407392529199448
436	TGFA	0.000193869072442992
437	RPS6KA1	0.00019330734699797472
438	PROM1	0.00019320660727309706
439	H2BC4	0.00019211071427839408
440	H2BC12	0.00019187047141923808
441	NCOR1	0.00019151358034640823
442	GATA4	0.00019147779113224295
443	KDM1A	0.00019147728285938764
444	HSPB1	0.00019126831821908476
445	IL17A	0.00019067598313634942
446	YWHAQ	0.00019062278246798918
447	NEDD4	0.00019039552924885768
448	USP7	0.00018977928858948578
449	APEX1	0.00018935426465704354
450	CFL2	0.00018897729398982375
451	SMARCB1	0.00018880972980607732
452	FLNA	0.00018862766501139645
453	PRKCD	0.00018849678998890455
454	H2BC5	0.0001884152229432064
455	FOXA1	0.0001882230560449965
456	TYK2	0.0001880429436555244
457	BCL6	0.00018803491397040086
458	FZR1	0.00018789211622884146
459	CDH17	0.00018785214399299428
460	MYOD1	0.00018714517844277385
461	MAPK7	0.00018684608551945364
462	H2BC13	0.00018682751009572416
463	H2BC14	0.00018675470953991849
464	IRF1	0.0001864858242812362
465	MAD2L1	0.00018644032364318526
466	ARID1A	0.0001863805268259818
467	SOX9	0.00018581713837191257
468	RABIF	0.00018574397012290571
469	SUMO2	0.0001857270366124061
470	PRKCB	0.00018499534877680664
471	KAT2A	0.00018464550932706692
472	HNRNPA1	0.00018454708316094657
473	POLD1	0.00018451227996165714
474	H2AC18	0.00018418961504459018
475	MLST8	0.00018411962088460667
476	SFN	0.00018396913386468464
477	VWF	0.00018364508219918658
478	PIK3R3	0.00018364098550756894
479	RBL2	0.00018341236935771402
480	CCND3	0.0001833825030733895
481	E2F2	0.00018331618684290594
482	KPNA2	0.0001828247303740043
483	PIK3CD	0.00018279177584240957
484	CCNB2	0.00018249248002128734
485	LMNB1	0.00018226254699738146
486	SLC2A4	0.00018206942677899776
487	BUB1	0.0001816230543199917
488	CBL	0.0001815123093781005
489	YWHAE	0.00018146274261744103
490	ACE	0.00018132440486473957
491	LEF1	0.00018112926235756005
492	KLF4	0.00018110937059724816
493	CDKN2C	0.00018107680197642696
494	RRM1	0.00018053828602887485
495	DUSP1	0.0001802160629189034
496	PDPK1	0.0001801073598786172
497	MRE11	0.00017994800124898549
498	HMMR	0.00017985927713376005
499	BSG	0.00017972356991486136
500	RPS6KA3	0.0001797166083340985
501	TBK1	0.00017949471780812944
502	FGF1	0.00017905259248663678
503	H2BC1	0.00017898396458047866
504	CDT1	0.00017876357496389526
505	SOD1	0.00017861000022334473
506	CDC27	0.0001781555785088349
507	SOS2	0.00017805201546708166
508	PSMA7	0.0001780177324314222
509	THBS1	0.0001777758768658399
510	TERF1	0.00017774315692091177
511	DNM1L	0.00017769606607196035
512	TOPBP1	0.00017754341488397687
513	SUZ12	0.000177448839887698
514	PPP2R2A	0.0001774207442151143
515	FKBP5	0.00017734108042269283
516	MTUS1	0.000177280797068171
517	FOSL1	0.00017719260076614704
518	RECQL4	0.0001770905467207964
519	EEF1A1	0.0001770105894024721
520	RHOC	0.00017700651808260403
521	CSF1R	0.00017699718158116043
522	IL18	0.00017678491291837637
523	SGK1	0.00017672813131221213
524	AXL	0.00017660294237613515
525	EML4	0.000176597133816721
526	TOP1	0.0001763686145915878
527	PSMC6	0.00017636337333873408
528	CRK	0.00017618864440750427
529	H2BC17	0.0001761360344916706
530	CRKL	0.00017600151402042574
531	NUMB	0.00017594162200114535
532	SCARB1	0.00017556968667334897
533	LAMP1	0.00017556393968102475
534	MYBL2	0.00017548465511574076
535	MCM4	0.0001750315037301188
536	RARA	0.00017502935186862532
537	PMAIP1	0.000174854765894569
538	TLR2	0.00017469008314753443
539	MCM3	0.00017457269677916584
540	H2BC9	0.0001742075243019277
541	RFC4	0.00017419256939071078
542	DDX5	0.0001741872342632162
543	IDO1	0.00017412235713303072
544	CENPA	0.00017402486811755272
545	STUB1	0.0001738921679750913
546	SPOP	0.00017378872698860408
547	PRDX1	0.00017377148868651516
548	KRT8	0.00017369165578486786
549	PTPN1	0.00017354498733445503
550	H2BC26	0.00017323670799165028
551	KMT2C	0.00017285010969527785
552	H2BC15	0.00017282952246335797
553	SEM1	0.0001727245817363704
554	PGK1	0.0001725315092528399
555	ATF3	0.00017229088669722464
556	GFAP	0.00017211854392034463
557	TJP1	0.00017198528588434142
558	TP73	0.00017184410530480084
559	EIF2AK3	0.00017172185446366094
560	RAD52	0.0001713432217799841
561	NBN	0.00017126660345793862
562	IFNA1	0.00017091720745756993
563	DLG4	0.00017089545949001386
564	CTBP1	0.0001704815572102106
565	HUWE1	0.0001703070007183581
566	H2AC20	0.00017028375296776504
567	CTTN	0.0001702496339397342
568	DNTT	0.00017017970886432115
569	MCM5	0.00017012554968981933
570	H2BC12L	0.00016999595324134004
571	MYOG	0.00016991153103325347
572	CSNK1A1	0.00016988396377050748
573	CDK5	0.00016978053940741353
574	HTT	0.00016964089280344964
575	ANK3	0.00016951094754662343
576	RAP1A	0.00016940580931146308
577	SPP1	0.00016935236355732135
578	H2AZ1	0.00016899589692757845
579	GABARAPL2	0.00016892818815493208
580	MAP2K2	0.00016858213852378174
581	FLT3LG	0.00016853513210235953
582	CDC45	0.00016853162764763084
583	ANK1	0.00016844839488729026
584	MFN2	0.00016838184643317846
585	B2M	0.00016813772640498917
586	BLM	0.0001680844713359342
587	EPO	0.00016793181378765227
588	RPS6KA2	0.0001678883320561133
589	NSD2	0.0001676965051709248
590	PTCH1	0.00016760787610941178
591	COL1A1	0.00016758913604948973
592	ZAP70	0.00016730330960572663
593	MCM6	0.0001672984836308349
594	RBBP8	0.00016721289751239838
595	ANK2	0.0001668912160726166
596	TBP	0.00016656605853805113
597	EIF4G1	0.00016634547982426589
598	UBE2D1	0.00016633940888186857
599	SERPINE1	0.0001663331194026583
600	RFC3	0.0001661704685030605
601	HSPA1B	0.0001660308256397289
602	TCF7L2	0.0001659929031680604
603	JUND	0.00016595764511106052
604	METTL3	0.00016564247187030265
605	CD24	0.0001655495366928166
606	PBRM1	0.0001653790472734618
607	HSP90B1	0.00016531811599331133
608	UBE2N	0.00016527376704508754
609	WNT5A	0.0001651834056489166
610	KLK3	0.0001649231230902365
611	DNMT3B	0.00016491280796440642
612	SIRT2	0.00016488671341547824
613	KRT5	0.00016481555164156987
614	RRM2	0.0001645239020573813
615	PALB2	0.0001643509610922706
616	FKBP4	0.00016433265117567173
617	ERCC1	0.00016417685782414205
618	DAXX	0.00016411789640064615
619	MAPKAP1	0.00016400657168458695
620	EEF2	0.00016398406826344342
621	SOCS1	0.00016393940712943896
622	ABCG2	0.0001637717736641194
623	IGF2R	0.0001636105874941374
624	ATF4	0.00016345751411853671
625	MMP3	0.000163094251627745
626	PSMC3	0.00016307240214070943
627	PDCD4	0.00016291785929878217
628	RASSF1	0.00016287109719311066
629	HNRNPC	0.0001624758891309176
630	TIMP1	0.00016226179217873287
631	LMNB2	0.0001622384111778265
632	ATG12	0.00016190016721036728
633	PSME3	0.00016178874750085733
634	ERCC3	0.00016174106146182467
635	TSG101	0.00016170381061957339
636	KITLG	0.00016117561280664866
637	RALA	0.00016115214397984702
638	NTRK2	0.00016090307364568574
639	APOB	0.00016019865603050923
640	MEF2C	0.0001601740678512031
641	TBL1X	0.0001597956266264645
642	RNF8	0.00015964993773488442
643	CD80	0.00015950428917884532
644	IL15	0.0001591155444136236
645	CDK7	0.00015884309128764767
646	ALDH1A1	0.00015871458507281763
647	NES	0.00015869638783968555
648	PSMB9	0.00015865020626898928
649	HK2	0.00015862001166703861
650	ANXA2	0.0001585924863851192
651	TWIST1	0.00015852106216015502
652	NT5E	0.00015813340712580196
653	FGF19	0.00015809060263475576
654	VHL	0.00015795042669550436
655	SREBF2	0.00015784881990562412
656	PTTG1	0.00015781605077367546
657	EIF2AK2	0.00015781004390720703
658	MSN	0.00015774714715299963
659	ATRIP	0.00015762358964049338
660	SIRT3	0.00015722229847093055
661	TFEB	0.00015699251709302227
662	H4C7	0.0001569581103230711
663	CANX	0.00015685820079462855
664	FMR1	0.00015685528237104762
665	SSRP1	0.00015648709321143723
666	MAP2K3	0.00015628212250990675
667	JAG1	0.00015613277473287113
668	MAP2K4	0.00015608042614169285
669	UHRF1	0.0001560467514532094
670	AXIN2	0.0001558010542147113
671	UBR5	0.00015577544219625428
672	RPA1	0.00015574171976887112
673	SOX10	0.00015562172280503264
674	PINK1	0.00015549462452446938
675	RFC2	0.0001552072015007808
676	CRP	0.00015497189241143666
677	POMC	0.00015479574121301116
678	CTSB	0.00015452796548618184
679	CCNT1	0.00015448062978674887
680	PDK1	0.00015447531856871094
681	GATA2	0.00015414633430950534
682	CDC7	0.00015407944078820663
683	SCARB2	0.00015404550409580043
684	CDX2	0.00015398887348126912
685	CSK	0.00015381256672740518
686	LEPR	0.00015371679896418878
687	KRT14	0.00015368148836032285
688	ARG1	0.00015357051002084477
689	CLSPN	0.00015349903587409677
690	ASPM	0.00015346167488653408
691	PSMD4	0.00015345490272582302
692	NCAM1	0.0001533462369597788
693	KDM6A	0.00015329536866106708
694	DDIT4	0.00015317736395100112
695	HSPB3	0.00015300712584790703
696	CDKN1C	0.00015286671146782433
697	NEDD8	0.0001527468017030882
698	CDC25B	0.0001527215153869383
699	NFATC2	0.0001526326944199871
700	NOS3	0.00015212037779080862
701	PTK2B	0.0001520306643529122
702	PMS2	0.00015188384870656966
703	RAB5A	0.00015161483799433565
704	GJA1	0.00015140796502780002
705	WNT3A	0.00015132606765194906
706	ITCH	0.00015086388682999984
707	NOX4	0.00015061258598709308
708	DUSP6	0.0001504725130885849
709	NCOR2	0.00015040815376524076
710	DHFR	0.00015032301689806918
711	PSMA3	0.000150322263781535
712	GATA1	0.0001501172330643456
713	PDGFA	0.0001500812792362866
714	GNAS	0.00014953795641040797
715	FGF21	0.0001492317442909638
716	CTSD	0.00014912633462220784
717	GABARAPL1	0.000149010991051627
718	USP9X	0.00014875571455991892
719	HNRNPA2B1	0.0001487329735030038
720	ITGB3	0.00014869216986643712
721	NOTCH2	0.0001486006179064055
722	PSMD2	0.00014843941844565895
723	TGFBR1	0.00014835244013129743
724	CSF3	0.00014832165153636339
725	CXCL10	0.0001482116863744499
726	UBE2K	0.000147985025441288
727	DNA2	0.00014796157407163165
728	LATS1	0.0001479349251620647
729	DAPK1	0.00014777546465368272
730	FANCA	0.00014767318776727
731	RPA2	0.0001476336013217871
732	RUVBL1	0.00014748004161449206
733	TAB1	0.00014742390337968585
734	PDGFB	0.0001473794876421504
735	H1-0	0.00014723897855066972
736	CD86	0.00014709312728712861
737	EWSR1	0.0001470048185542935
738	CD9	0.0001469280371490762
739	HNRNPK	0.0001469216554874928
740	LOC102723407	0.00014689305835552095
741	CHD4	0.00014654623236699956
742	TRAF2	0.0001464264592073771
743	KMT2D	0.00014639858164685587
744	SMC1A	0.00014637156238299514
745	TPX2	0.00014617684179715128
746	PSMD11	0.00014613144413144717
747	PSMA2	0.00014612820790298645
748	NR3C1	0.0001460469050883969
749	NCOA2	0.00014601822646347277
750	PPP1CB	0.00014599260150079734
751	PSMC4	0.00014591618910593054
752	BMP4	0.00014580083177548645
753	GRIN2B	0.00014562875609563938
754	XBP1	0.00014553562039376595
755	GNAQ	0.00014550320239467996
756	PPP2CB	0.0001454705320802727
757	SYP	0.00014533541558240659
758	PSMC1	0.00014529765088246708
759	HSPB2	0.0001451721195855035
760	SMAD7	0.00014515473145320013
761	NFKB2	0.0001450337376266085
762	HNF1A	0.00014490490155369068
763	PSMD1	0.00014478352049455124
764	ATP7A	0.0001447509544810816
765	GPT	0.00014474747027277762
766	PSMA6	0.00014471541039042665
767	TK1	0.000144486556853821
768	S100B	0.00014438905142348085
769	PSMC2	0.0001443233433110519
770	FKBP1A	0.0001442368572111952
771	EZR	0.0001441581055331491
772	ETS2	0.00014362902763602066
773	MLH3	0.00014347188614560567
774	CDKN2D	0.00014337023050689252
775	RPA3	0.00014335349922508438
776	TLN1	0.0001433440607747939
777	EIF2S1	0.00014333189504663697
778	PRMT5	0.00014326338697551316
779	TFDP1	0.0001432475532333478
780	ITGA2B	0.00014324678416840047
781	IL6R	0.0001431673880240112
782	EPHA2	0.00014312315378560132
783	WAS	0.0001430956331075436
784	DGCR8	0.00014306584230460386
785	CD36	0.00014299654529993511
786	CSNK2A2	0.00014294965256008587
787	ZUP1	0.0001429302442108463
788	CD19	0.00014289217885764515
789	PLK4	0.00014286387729677176
790	VAV1	0.0001427892156084023
791	NCK1	0.00014269005817421203
792	WNT1	0.0001426641694401947
793	SDHC	0.00014264109102763188
794	PSMA1	0.00014260045664372053
795	MUS81	0.00014250193993868408
796	KDM5C	0.0001423488909444731
797	RIPK1	0.00014229119578472804
798	IRAK1	0.00014227323600276933
799	KIF2C	0.0001420552938582311
800	PPARD	0.00014170875623203865
801	PSMD12	0.00014167016948519177
802	E2F4	0.00014163008788948672
